STATISTIC,Statistic2,TLIST(M1),Month,C02438V02948,Consumer Item,UNIT,VALUE
CPM08,National Average Price,199705,1997M05,11700,Lager - draught lounge (1/2 pint),IEP,1.25
CPM08,National Average Price,199705,1997M05,11710,Lager - draught lounge (1 pint),IEP,2.187
CPM08,National Average Price,199705,1997M05,11720,Lager - bottled bar (330ml bottle),IEP,2.108
CPM08,National Average Price,199705,1997M05,11730,Ale - draught bar (1/2 pint),IEP,1.157
CPM08,National Average Price,199705,1997M05,11740,Ale - draught bar (1 pint),IEP,2.008
CPM08,National Average Price,199705,1997M05,11750,Cider - bar (330ml bottle),IEP,2.23
CPM08,National Average Price,199705,1997M05,11810,"Plain cigarettes, standard size per 20 pk.",IEP,2.973
CPM08,National Average Price,199705,1997M05,11820,"Filtered cigarettes, standard size per 20 pk.",IEP,2.954
CPM08,National Average Price,199705,1997M05,30430,Leaded petrol per ltr.,IEP,0.665
CPM08,National Average Price,199705,1997M05,30440,Petrol - unleaded per ltr.,IEP,0.613
CPM08,National Average Price,199705,1997M05,30450,Liquid petroleum gas per ltr.,IEP,0.38
CPM08,National Average Price,199705,1997M05,30460,Diesel per ltr.,IEP,0.567
CPM08,National Average Price,199706,1997M06,10010,Round steak per kg.,IEP,6.216
CPM08,National Average Price,199706,1997M06,10020,Sirloin steak per kg.,IEP,8.442
CPM08,National Average Price,199706,1997M06,10030,Rib steak per kg.,IEP,3.897
CPM08,National Average Price,199706,1997M06,10040,Leg beef (boneless) per kg.,IEP,4.203
CPM08,National Average Price,199706,1997M06,10050,Brisket pot roast per kg.,IEP,4.079
CPM08,National Average Price,199706,1997M06,10070,Lamb whole leg per kg.,IEP,6.058
CPM08,National Average Price,199706,1997M06,10080,Lamb loin chops per kg.,IEP,8.497
CPM08,National Average Price,199706,1997M06,10090,Lamb gigot chops per kg.,IEP,6.016
CPM08,National Average Price,199706,1997M06,10100,Lamb - neck per kg.,IEP,2.589
CPM08,National Average Price,199706,1997M06,10110,Lambs liver per kg.,IEP,3.421
CPM08,National Average Price,199706,1997M06,10120,Whole leg of pork per kg.,IEP,4.103
CPM08,National Average Price,199706,1997M06,10130,Pork loin chops per kg.,IEP,6.191
CPM08,National Average Price,199706,1997M06,10140,Shoulder roast of pork per kg.,IEP,3.454
CPM08,National Average Price,199706,1997M06,10150,Pork steak per kg.,IEP,8.736
CPM08,National Average Price,199706,1997M06,10160,Best back rashers per kg.,IEP,6.669
CPM08,National Average Price,199706,1997M06,10170,Streaky rashers per kg.,IEP,4.184
CPM08,National Average Price,199706,1997M06,10180,Ham fillet per kg.,IEP,5.793
CPM08,National Average Price,199706,1997M06,10240,Cooked ham per kg.,IEP,8.395
CPM08,National Average Price,199706,1997M06,10260,Pork sausages per kg.,IEP,2.991
CPM08,National Average Price,199706,1997M06,10270,Black pudding per kg.,IEP,2.978
CPM08,National Average Price,199706,1997M06,10280,Fillet of whiting per kg.,IEP,4.492
CPM08,National Average Price,199706,1997M06,10290,Cod cutlets per kg.,IEP,6.586
CPM08,National Average Price,199706,1997M06,10310,Fillet of plaice per kg.,IEP,8.208
CPM08,National Average Price,199706,1997M06,10340,Smoked kippers per kg.,IEP,3.631
CPM08,National Average Price,199706,1997M06,10460,Potatoes per 5lbs,IEP,1.102
CPM08,National Average Price,199706,1997M06,10470,Potatoes 10 kg.,IEP,2.937
CPM08,National Average Price,199706,1997M06,10480,Tomatoes per kg.,IEP,1.616
CPM08,National Average Price,199706,1997M06,10490,Onions per kg.,IEP,0.743
CPM08,National Average Price,199706,1997M06,10510,Broccoli per kg.,IEP,2.157
CPM08,National Average Price,199706,1997M06,10530,Carrots per kg.,IEP,0.783
CPM08,National Average Price,199706,1997M06,10540,Mushrooms per kg.,IEP,2.925
CPM08,National Average Price,199706,1997M06,10730,Fresh pasteurised milk per litre,IEP,0.629
CPM08,National Average Price,199706,1997M06,10800,Irish cheddar per kg.,IEP,5.742
CPM08,National Average Price,199706,1997M06,10820,Butter per lb.,IEP,1.602
CPM08,National Average Price,199706,1997M06,10880,Large (size 2) eggs per dozen,IEP,1.599
CPM08,National Average Price,199706,1997M06,10890,Medium (size 3) eggs per dozen,IEP,1.408
CPM08,National Average Price,199706,1997M06,10900,"Bread white sliced, large (800g)",IEP,0.737
CPM08,National Average Price,199706,1997M06,10910,"Bread brown sliced, large (800g)",IEP,0.816
CPM08,National Average Price,199706,1997M06,10920,"Bread white sliced, small (400g)",IEP,0.551
CPM08,National Average Price,199706,1997M06,11020,"White, plain flour per 2 kgs.",IEP,0.944
CPM08,National Average Price,199706,1997M06,11030,"White, self-raising flour per 2 kgs.",IEP,0.954
CPM08,National Average Price,199706,1997M06,11040,"Brown, wholemeal flour per 2 kgs.",IEP,0.985
CPM08,National Average Price,199706,1997M06,11080,White granulated sugar per kg.,IEP,0.89
CPM08,National Average Price,199706,1997M06,11310,Jam per lb.,IEP,1.014
CPM08,National Average Price,199706,1997M06,11320,Honey per lb.,IEP,1.602
CPM08,National Average Price,199706,1997M06,11330,Marmalade per lb.,IEP,1.025
CPM08,National Average Price,199706,1997M06,11580,Stout - take home (6 x 250ml),IEP,3.984
CPM08,National Average Price,199706,1997M06,11590,Lager - take home (4 x 330ml),IEP,3.959
CPM08,National Average Price,199706,1997M06,11610,Ale - take home (6 x 250ml),IEP,3.922
CPM08,National Average Price,199706,1997M06,11620,Cider - take home ( 500ml can),IEP,1.233
CPM08,National Average Price,199706,1997M06,11630,Whiskey - take home (70cl bottle),IEP,13.165
CPM08,National Average Price,199706,1997M06,11640,Brandy - take home (70cl bottle),IEP,17.903
CPM08,National Average Price,199706,1997M06,11650,Vodka - take home (70cl bottle),IEP,12.061
CPM08,National Average Price,199706,1997M06,11660,Sherry - take home (75cl bottle),IEP,7.934
CPM08,National Average Price,199706,1997M06,11690,Stout - draught bar (1 pint),IEP,1.979
CPM08,National Average Price,199706,1997M06,11700,Lager - draught lounge (1/2 pint),IEP,1.244
CPM08,National Average Price,199706,1997M06,11710,Lager - draught lounge (1 pint),IEP,2.19
CPM08,National Average Price,199706,1997M06,11720,Lager - bottled bar (330ml bottle),IEP,2.111
CPM08,National Average Price,199706,1997M06,11730,Ale - draught bar (1/2 pint),IEP,1.147
CPM08,National Average Price,199706,1997M06,11740,Ale - draught bar (1 pint),IEP,2.013
CPM08,National Average Price,199706,1997M06,11750,Cider - bar (330ml bottle),IEP,2.218
CPM08,National Average Price,199706,1997M06,11810,"Plain cigarettes, standard size per 20 pk.",IEP,2.966
CPM08,National Average Price,199706,1997M06,11820,"Filtered cigarettes, standard size per 20 pk.",IEP,2.954
CPM08,National Average Price,199706,1997M06,30430,Leaded petrol per ltr.,IEP,0.669
CPM08,National Average Price,199706,1997M06,30440,Petrol - unleaded per ltr.,IEP,0.621
CPM08,National Average Price,199706,1997M06,30450,Liquid petroleum gas per ltr.,IEP,0.381
CPM08,National Average Price,199706,1997M06,30460,Diesel per ltr.,IEP,0.573
CPM08,National Average Price,199707,1997M07,10010,Round steak per kg.,IEP,6.232
CPM08,National Average Price,199707,1997M07,10020,Sirloin steak per kg.,IEP,8.484
CPM08,National Average Price,199707,1997M07,10030,Rib steak per kg.,IEP,3.986
CPM08,National Average Price,199707,1997M07,10040,Leg beef (boneless) per kg.,IEP,4.213
CPM08,National Average Price,199707,1997M07,10050,Brisket pot roast per kg.,IEP,4.087
CPM08,National Average Price,199707,1997M07,10070,Lamb whole leg per kg.,IEP,6.008
CPM08,National Average Price,199707,1997M07,10080,Lamb loin chops per kg.,IEP,8.248
CPM08,National Average Price,199707,1997M07,10090,Lamb gigot chops per kg.,IEP,5.912
CPM08,National Average Price,199707,1997M07,10100,Lamb - neck per kg.,IEP,2.518
CPM08,National Average Price,199707,1997M07,10110,Lambs liver per kg.,IEP,3.407
CPM08,National Average Price,199707,1997M07,10120,Whole leg of pork per kg.,IEP,4.113
CPM08,National Average Price,199707,1997M07,10130,Pork loin chops per kg.,IEP,5.901
CPM08,National Average Price,199707,1997M07,10140,Shoulder roast of pork per kg.,IEP,3.45
CPM08,National Average Price,199707,1997M07,10150,Pork steak per kg.,IEP,8.577
CPM08,National Average Price,199707,1997M07,10160,Best back rashers per kg.,IEP,6.749
CPM08,National Average Price,199707,1997M07,10170,Streaky rashers per kg.,IEP,4.185
CPM08,National Average Price,199707,1997M07,10180,Ham fillet per kg.,IEP,5.919
CPM08,National Average Price,199707,1997M07,10240,Cooked ham per kg.,IEP,8.546
CPM08,National Average Price,199707,1997M07,10260,Pork sausages per kg.,IEP,2.996
CPM08,National Average Price,199707,1997M07,10270,Black pudding per kg.,IEP,2.984
CPM08,National Average Price,199707,1997M07,10280,Fillet of whiting per kg.,IEP,4.528
CPM08,National Average Price,199707,1997M07,10290,Cod cutlets per kg.,IEP,6.607
CPM08,National Average Price,199707,1997M07,10310,Fillet of plaice per kg.,IEP,8.25
CPM08,National Average Price,199707,1997M07,10340,Smoked kippers per kg.,IEP,3.745
CPM08,National Average Price,199707,1997M07,10460,Potatoes per 5lbs,IEP,1.28
CPM08,National Average Price,199707,1997M07,10470,Potatoes 10 kg.,IEP,3.946
CPM08,National Average Price,199707,1997M07,10480,Tomatoes per kg.,IEP,1.47
CPM08,National Average Price,199707,1997M07,10490,Onions per kg.,IEP,0.847
CPM08,National Average Price,199707,1997M07,10510,Broccoli per kg.,IEP,2.213
CPM08,National Average Price,199707,1997M07,10530,Carrots per kg.,IEP,0.739
CPM08,National Average Price,199707,1997M07,10540,Mushrooms per kg.,IEP,2.94
CPM08,National Average Price,199707,1997M07,10730,Fresh pasteurised milk per litre,IEP,0.629
CPM08,National Average Price,199707,1997M07,10800,Irish cheddar per kg.,IEP,5.765
CPM08,National Average Price,199707,1997M07,10820,Butter per lb.,IEP,1.602
CPM08,National Average Price,199707,1997M07,10880,Large (size 2) eggs per dozen,IEP,1.599
CPM08,National Average Price,199707,1997M07,10890,Medium (size 3) eggs per dozen,IEP,1.399
CPM08,National Average Price,199707,1997M07,10900,"Bread white sliced, large (800g)",IEP,0.742
CPM08,National Average Price,199707,1997M07,10910,"Bread brown sliced, large (800g)",IEP,0.82
CPM08,National Average Price,199707,1997M07,10920,"Bread white sliced, small (400g)",IEP,0.552
CPM08,National Average Price,199707,1997M07,11020,"White, plain flour per 2 kgs.",IEP,0.944
CPM08,National Average Price,199707,1997M07,11030,"White, self-raising flour per 2 kgs.",IEP,0.949
CPM08,National Average Price,199707,1997M07,11040,"Brown, wholemeal flour per 2 kgs.",IEP,0.991
CPM08,National Average Price,199707,1997M07,11080,White granulated sugar per kg.,IEP,0.889
CPM08,National Average Price,199707,1997M07,11310,Jam per lb.,IEP,1.017
CPM08,National Average Price,199707,1997M07,11320,Honey per lb.,IEP,1.556
CPM08,National Average Price,199707,1997M07,11330,Marmalade per lb.,IEP,1.022
CPM08,National Average Price,199707,1997M07,11580,Stout - take home (6 x 250ml),IEP,4.01
CPM08,National Average Price,199707,1997M07,11590,Lager - take home (4 x 330ml),IEP,3.991
CPM08,National Average Price,199707,1997M07,11610,Ale - take home (6 x 250ml),IEP,3.95
CPM08,National Average Price,199707,1997M07,11620,Cider - take home ( 500ml can),IEP,1.209
CPM08,National Average Price,199707,1997M07,11630,Whiskey - take home (70cl bottle),IEP,13.162
CPM08,National Average Price,199707,1997M07,11640,Brandy - take home (70cl bottle),IEP,17.914
CPM08,National Average Price,199707,1997M07,11650,Vodka - take home (70cl bottle),IEP,12.068
CPM08,National Average Price,199707,1997M07,11660,Sherry - take home (75cl bottle),IEP,7.911
CPM08,National Average Price,199707,1997M07,11690,Stout - draught bar (1 pint),IEP,1.98
CPM08,National Average Price,199707,1997M07,11700,Lager - draught lounge (1/2 pint),IEP,1.243
CPM08,National Average Price,199707,1997M07,11710,Lager - draught lounge (1 pint),IEP,2.189
CPM08,National Average Price,199707,1997M07,11720,Lager - bottled bar (330ml bottle),IEP,2.112
CPM08,National Average Price,199707,1997M07,11730,Ale - draught bar (1/2 pint),IEP,1.162
CPM08,National Average Price,199707,1997M07,11740,Ale - draught bar (1 pint),IEP,2.014
CPM08,National Average Price,199707,1997M07,11750,Cider - bar (330ml bottle),IEP,2.224
CPM08,National Average Price,199707,1997M07,11810,"Plain cigarettes, standard size per 20 pk.",IEP,2.964
CPM08,National Average Price,199707,1997M07,11820,"Filtered cigarettes, standard size per 20 pk.",IEP,2.954
CPM08,National Average Price,199707,1997M07,30430,Leaded petrol per ltr.,IEP,0.668
CPM08,National Average Price,199707,1997M07,30440,Petrol - unleaded per ltr.,IEP,0.619
CPM08,National Average Price,199707,1997M07,30450,Liquid petroleum gas per ltr.,IEP,0.381
CPM08,National Average Price,199707,1997M07,30460,Diesel per ltr.,IEP,0.57
CPM08,National Average Price,199708,1997M08,10010,Round steak per kg.,IEP,6.146
CPM08,National Average Price,199708,1997M08,10020,Sirloin steak per kg.,IEP,8.432
CPM08,National Average Price,199708,1997M08,10030,Rib steak per kg.,IEP,4.046
CPM08,National Average Price,199708,1997M08,10040,Leg beef (boneless) per kg.,IEP,4.287
CPM08,National Average Price,199708,1997M08,10050,Brisket pot roast per kg.,IEP,4.078
CPM08,National Average Price,199708,1997M08,10070,Lamb whole leg per kg.,IEP,5.955
CPM08,National Average Price,199708,1997M08,10080,Lamb loin chops per kg.,IEP,8.159
CPM08,National Average Price,199708,1997M08,10090,Lamb gigot chops per kg.,IEP,5.766
CPM08,National Average Price,199708,1997M08,10100,Lamb - neck per kg.,IEP,2.612
CPM08,National Average Price,199708,1997M08,10110,Lambs liver per kg.,IEP,3.384
CPM08,National Average Price,199708,1997M08,10120,Whole leg of pork per kg.,IEP,4.028
CPM08,National Average Price,199708,1997M08,10130,Pork loin chops per kg.,IEP,6.158
CPM08,National Average Price,199708,1997M08,10140,Shoulder roast of pork per kg.,IEP,3.342
CPM08,National Average Price,199708,1997M08,10150,Pork steak per kg.,IEP,8.477
CPM08,National Average Price,199708,1997M08,10160,Best back rashers per kg.,IEP,6.746
CPM08,National Average Price,199708,1997M08,10170,Streaky rashers per kg.,IEP,4.236
CPM08,National Average Price,199708,1997M08,10180,Ham fillet per kg.,IEP,6.068
CPM08,National Average Price,199708,1997M08,10240,Cooked ham per kg.,IEP,8.639
CPM08,National Average Price,199708,1997M08,10260,Pork sausages per kg.,IEP,2.996
CPM08,National Average Price,199708,1997M08,10270,Black pudding per kg.,IEP,2.981
CPM08,National Average Price,199708,1997M08,10280,Fillet of whiting per kg.,IEP,4.522
CPM08,National Average Price,199708,1997M08,10290,Cod cutlets per kg.,IEP,6.699
CPM08,National Average Price,199708,1997M08,10310,Fillet of plaice per kg.,IEP,8.249
CPM08,National Average Price,199708,1997M08,10340,Smoked kippers per kg.,IEP,3.77
CPM08,National Average Price,199708,1997M08,10460,Potatoes per 5lbs,IEP,1.089
CPM08,National Average Price,199708,1997M08,10470,Potatoes 10 kg.,IEP,3.111
CPM08,National Average Price,199708,1997M08,10480,Tomatoes per kg.,IEP,1.513
CPM08,National Average Price,199708,1997M08,10490,Onions per kg.,IEP,0.77
CPM08,National Average Price,199708,1997M08,10510,Broccoli per kg.,IEP,1.735
CPM08,National Average Price,199708,1997M08,10530,Carrots per kg.,IEP,0.672
CPM08,National Average Price,199708,1997M08,10540,Mushrooms per kg.,IEP,2.945
CPM08,National Average Price,199708,1997M08,10730,Fresh pasteurised milk per litre,IEP,0.629
CPM08,National Average Price,199708,1997M08,10800,Irish cheddar per kg.,IEP,5.761
CPM08,National Average Price,199708,1997M08,10820,Butter per lb.,IEP,1.603
CPM08,National Average Price,199708,1997M08,10880,Large (size 2) eggs per dozen,IEP,1.604
CPM08,National Average Price,199708,1997M08,10890,Medium (size 3) eggs per dozen,IEP,1.393
CPM08,National Average Price,199708,1997M08,10900,"Bread white sliced, large (800g)",IEP,0.738
CPM08,National Average Price,199708,1997M08,10910,"Bread brown sliced, large (800g)",IEP,0.82
CPM08,National Average Price,199708,1997M08,10920,"Bread white sliced, small (400g)",IEP,0.554
CPM08,National Average Price,199708,1997M08,11020,"White, plain flour per 2 kgs.",IEP,0.946
CPM08,National Average Price,199708,1997M08,11030,"White, self-raising flour per 2 kgs.",IEP,0.951
CPM08,National Average Price,199708,1997M08,11040,"Brown, wholemeal flour per 2 kgs.",IEP,0.988
CPM08,National Average Price,199708,1997M08,11080,White granulated sugar per kg.,IEP,0.89
CPM08,National Average Price,199708,1997M08,11310,Jam per lb.,IEP,1.017
CPM08,National Average Price,199708,1997M08,11320,Honey per lb.,IEP,1.571
CPM08,National Average Price,199708,1997M08,11330,Marmalade per lb.,IEP,1.028
CPM08,National Average Price,199708,1997M08,11580,Stout - take home (6 x 250ml),IEP,4.015
CPM08,National Average Price,199708,1997M08,11590,Lager - take home (4 x 330ml),IEP,4.022
CPM08,National Average Price,199708,1997M08,11610,Ale - take home (6 x 250ml),IEP,4.135
CPM08,National Average Price,199708,1997M08,11620,Cider - take home ( 500ml can),IEP,1.211
CPM08,National Average Price,199708,1997M08,11630,Whiskey - take home (70cl bottle),IEP,13.172
CPM08,National Average Price,199708,1997M08,11640,Brandy - take home (70cl bottle),IEP,17.928
CPM08,National Average Price,199708,1997M08,11650,Vodka - take home (70cl bottle),IEP,12.039
CPM08,National Average Price,199708,1997M08,11660,Sherry - take home (75cl bottle),IEP,7.943
CPM08,National Average Price,199708,1997M08,11690,Stout - draught bar (1 pint),IEP,1.981
