STATISTIC,Statistic,TLIST(M1),Month,C02363V02844,Consumer Item,UNIT,VALUE
CPM04,National Average  Price,200203,2002M03,11850,Cider - take home ( 500ml can),Euro,1.943
CPM04,National Average  Price,200203,2002M03,11860,Whiskey - take home (70cl bottle),Euro,18.319
CPM04,National Average  Price,200203,2002M03,11870,Brandy - take home (70cl bottle),Euro,24.36
CPM04,National Average  Price,200203,2002M03,11880,Vodka - take home (70cl bottle),Euro,16.268
CPM04,National Average  Price,200203,2002M03,11890,Flavoured alcoholic drinks - take home 275ml bottle,Euro,
CPM04,National Average  Price,200203,2002M03,11900,Cream liquer - take home (70cl bottle),Euro,15.473
CPM04,National Average  Price,200203,2002M03,11910,Sherry - take home (75cl bottle),Euro,10.976
CPM04,National Average  Price,200203,2002M03,11930,Table wine - take home (75cl bottle),Euro,8.92
CPM04,National Average  Price,200203,2002M03,11950,Stout - draught bar (1 pint),Euro,3.17
CPM04,National Average  Price,200203,2002M03,11960,Lager - draught lounge (1/2 pint),Euro,2.077
CPM04,National Average  Price,200203,2002M03,11970,Lager - draught lounge (1 pint),Euro,3.506
CPM04,National Average  Price,200203,2002M03,11980,Lager - bottled bar (330ml bottle),Euro,3.549
CPM04,National Average  Price,200203,2002M03,11990,Cider - draught bar (1 pint),Euro,
CPM04,National Average  Price,200203,2002M03,12000,Ale - draught bar (1 pint),Euro,3.22
CPM04,National Average  Price,200203,2002M03,12010,Cider - bar (330ml bottle),Euro,3.706
CPM04,National Average  Price,200203,2002M03,12020,Flavoured alcoholic drink - bar (275ml bottle),Euro,
CPM04,National Average  Price,200203,2002M03,12030,Whiskey - bar (single) per 1/2 glass,Euro,2.782
CPM04,National Average  Price,200203,2002M03,12040,Brandy - bar (single) per 1/2 glass,Euro,3.317
CPM04,National Average  Price,200203,2002M03,12050,Vodka - bar (single) per 1/2 glass,Euro,2.829
CPM04,National Average  Price,200203,2002M03,12070,Wine - bar (187 ml bottle),Euro,
CPM04,National Average  Price,200203,2002M03,12080,Filtered cigarettes per 20 pk.,Euro,5.151
CPM04,National Average  Price,200203,2002M03,30300,Cinema fee,Euro,6.462
CPM04,National Average  Price,200203,2002M03,30310,Nightclubs fee,Euro,8.458
CPM04,National Average  Price,200203,2002M03,30320,Gent's haircut - dry cut fee,Euro,9.276
CPM04,National Average  Price,200203,2002M03,30330,"Gent's haircut - wash, cut and blow dry fee",Euro,
CPM04,National Average  Price,200203,2002M03,30350,"Ladies shampoo, cut and blow dry fee",Euro,24.701
CPM04,National Average  Price,200203,2002M03,30440,Petrol - unleaded per ltr.,Euro,0.821
CPM04,National Average  Price,200203,2002M03,30450,Diesel per ltr.,Euro,0.757
CPM04,National Average  Price,200203,2002M03,80000,Fillet/half leg pork per kg.,Euro,6.729
CPM04,National Average  Price,200203,2002M03,80001,"1 litre, low fat milk per ltr.",Euro,0.848
CPM04,National Average  Price,200203,2002M03,80002,Large (size 2) eggs per dozen,Euro,2.397
CPM04,National Average  Price,200203,2002M03,80003,Medium (size 3) eggs per dozen,Euro,2.088
CPM04,National Average  Price,200203,2002M03,80004,"White, plain flour per 2 kgs.",Euro,1.244
CPM04,National Average  Price,200203,2002M03,80005,Fine quality wine - take home (75cl bottle),Euro,14.257
CPM04,National Average  Price,200204,2002M04,10010,Round steak per kg.,Euro,8.599
CPM04,National Average  Price,200204,2002M04,10020,Sirloin steak per kg.,Euro,12.558
CPM04,National Average  Price,200204,2002M04,10030,Striploin steak per kg.,Euro,16.943
CPM04,National Average  Price,200204,2002M04,10040,Roast beef topside/rib per kg.,Euro,8.604
CPM04,National Average  Price,200204,2002M04,10050,Sliced/diced beef pieces per kg.,Euro,7.23
CPM04,National Average  Price,200204,2002M04,10070,Lamb whole leg per kg.,Euro,10.422
CPM04,National Average  Price,200204,2002M04,10080,Lamb loin chops per kg.,Euro,17.629
CPM04,National Average  Price,200204,2002M04,10090,Lamb gigot chops per kg.,Euro,10.752
CPM04,National Average  Price,200204,2002M04,10100,Lamb pieces incl neck per kg.,Euro,6.694
CPM04,National Average  Price,200204,2002M04,10110,Lambs liver per kg.,Euro,5.331
CPM04,National Average  Price,200204,2002M04,10120,Roast loin of pork per kg.,Euro,8.978
CPM04,National Average  Price,200204,2002M04,10130,Pork loin chops per kg.,Euro,9.001
CPM04,National Average  Price,200204,2002M04,10140,Pork steak per kg.,Euro,11.765
CPM04,National Average  Price,200204,2002M04,10150,Best back rashers per kg.,Euro,10.027
CPM04,National Average  Price,200204,2002M04,10160,Ham fillet per kg.,Euro,8.698
CPM04,National Average  Price,200204,2002M04,10170,Collar bacon per kg.,Euro,5.85
CPM04,National Average  Price,200204,2002M04,10180,Uncooked chicken medium sized 1600g,Euro,
CPM04,National Average  Price,200204,2002M04,10230,Cooked ham per kg.,Euro,13.576
CPM04,National Average  Price,200204,2002M04,10250,Pork sausages per kg.,Euro,4.473
CPM04,National Average  Price,200204,2002M04,10270,Fillet of whiting per kg.,Euro,7.993
CPM04,National Average  Price,200204,2002M04,10280,Cod fillets per kg.,Euro,12.755
CPM04,National Average  Price,200204,2002M04,10290,Salmon steak per kg.,Euro,12.624
CPM04,National Average  Price,200204,2002M04,10300,Fillet of plaice per kg.,Euro,15.109
CPM04,National Average  Price,200204,2002M04,10330,Smoked salmon per kg.,Euro,18.8
CPM04,National Average  Price,200204,2002M04,10450,Tomatoes tinned per 400g,Euro,
CPM04,National Average  Price,200204,2002M04,10470,Potatoes 2.5 kg.,Euro,3.04
CPM04,National Average  Price,200204,2002M04,10480,Potatoes 10 kg.,Euro,5.993
CPM04,National Average  Price,200204,2002M04,10490,Tomatoes per kg.,Euro,3.509
CPM04,National Average  Price,200204,2002M04,10500,Onions per kg.,Euro,1.294
CPM04,National Average  Price,200204,2002M04,10520,Broccoli per kg.,Euro,3.231
CPM04,National Average  Price,200204,2002M04,10540,Carrots per kg.,Euro,1.334
CPM04,National Average  Price,200204,2002M04,10550,Mushrooms per kg.,Euro,3.717
CPM04,National Average  Price,200204,2002M04,10640,Grapes per kg.,Euro,4.221
CPM04,National Average  Price,200204,2002M04,10650,Bananas per kg.,Euro,1.669
CPM04,National Average  Price,200204,2002M04,10840,1 litre full fat milk per ltr.,Euro,0.846
CPM04,National Average  Price,200204,2002M04,10850,2 litre full fat milk per 2 ltr.,Euro,
CPM04,National Average  Price,200204,2002M04,10910,Irish cheddar per kg.,Euro,8.865
CPM04,National Average  Price,200204,2002M04,10940,Butter per lb.,Euro,1.944
CPM04,National Average  Price,200204,2002M04,11000,Large (size 2) eggs per half dozen,Euro,
CPM04,National Average  Price,200204,2002M04,11010,Medium (size 3) eggs per half dozen,Euro,
CPM04,National Average  Price,200204,2002M04,11020,"Bread white sliced, large (800g)",Euro,1.036
CPM04,National Average  Price,200204,2002M04,11030,"Bread brown sliced, large (800g)",Euro,1.154
CPM04,National Average  Price,200204,2002M04,11150,"White, self-raising flour per 2 kgs.",Euro,1.264
CPM04,National Average  Price,200204,2002M04,11160,"Brown, wholemeal flour per 2 kgs.",Euro,1.302
CPM04,National Average  Price,200204,2002M04,11190,White granulated sugar per kg.,Euro,1.107
CPM04,National Average  Price,200204,2002M04,11220,Tea bags per 80,Euro,2.37
CPM04,National Average  Price,200204,2002M04,11340,Spaghetti per 500g.,Euro,0.925
CPM04,National Average  Price,200204,2002M04,11470,Jam per lb.,Euro,1.52
CPM04,National Average  Price,200204,2002M04,11490,Marmalade per lb.,Euro,1.496
CPM04,National Average  Price,200204,2002M04,11720,Orange juice per ltr.,Euro,1.527
CPM04,National Average  Price,200204,2002M04,11810,Stout - take home (6 x 250ml),Euro,6.425
CPM04,National Average  Price,200204,2002M04,11820,Lager - take home (500ml can),Euro,1.885
CPM04,National Average  Price,200204,2002M04,11830,Lager - take home (tray 12 by 330ml),Euro,
CPM04,National Average  Price,200204,2002M04,11850,Cider - take home ( 500ml can),Euro,2.001
CPM04,National Average  Price,200204,2002M04,11860,Whiskey - take home (70cl bottle),Euro,18.655
CPM04,National Average  Price,200204,2002M04,11870,Brandy - take home (70cl bottle),Euro,24.538
CPM04,National Average  Price,200204,2002M04,11880,Vodka - take home (70cl bottle),Euro,16.522
CPM04,National Average  Price,200204,2002M04,11890,Flavoured alcoholic drinks - take home 275ml bottle,Euro,
CPM04,National Average  Price,200204,2002M04,11900,Cream liquer - take home (70cl bottle),Euro,15.512
CPM04,National Average  Price,200204,2002M04,11910,Sherry - take home (75cl bottle),Euro,11.038
CPM04,National Average  Price,200204,2002M04,11930,Table wine - take home (75cl bottle),Euro,9.074
CPM04,National Average  Price,200204,2002M04,11950,Stout - draught bar (1 pint),Euro,3.216
CPM04,National Average  Price,200204,2002M04,11960,Lager - draught lounge (1/2 pint),Euro,2.09
CPM04,National Average  Price,200204,2002M04,11970,Lager - draught lounge (1 pint),Euro,3.557
CPM04,National Average  Price,200204,2002M04,11980,Lager - bottled bar (330ml bottle),Euro,3.597
CPM04,National Average  Price,200204,2002M04,11990,Cider - draught bar (1 pint),Euro,
CPM04,National Average  Price,200204,2002M04,12000,Ale - draught bar (1 pint),Euro,3.264
CPM04,National Average  Price,200204,2002M04,12010,Cider - bar (330ml bottle),Euro,3.777
CPM04,National Average  Price,200204,2002M04,12020,Flavoured alcoholic drink - bar (275ml bottle),Euro,
CPM04,National Average  Price,200204,2002M04,12030,Whiskey - bar (single) per 1/2 glass,Euro,2.825
CPM04,National Average  Price,200204,2002M04,12040,Brandy - bar (single) per 1/2 glass,Euro,3.355
CPM04,National Average  Price,200204,2002M04,12050,Vodka - bar (single) per 1/2 glass,Euro,2.869
CPM04,National Average  Price,200204,2002M04,12070,Wine - bar (187 ml bottle),Euro,
CPM04,National Average  Price,200204,2002M04,12080,Filtered cigarettes per 20 pk.,Euro,5.165
CPM04,National Average  Price,200204,2002M04,30300,Cinema fee,Euro,6.466
CPM04,National Average  Price,200204,2002M04,30310,Nightclubs fee,Euro,8.578
CPM04,National Average  Price,200204,2002M04,30320,Gent's haircut - dry cut fee,Euro,9.304
CPM04,National Average  Price,200204,2002M04,30330,"Gent's haircut - wash, cut and blow dry fee",Euro,
CPM04,National Average  Price,200204,2002M04,30350,"Ladies shampoo, cut and blow dry fee",Euro,24.912
CPM04,National Average  Price,200204,2002M04,30440,Petrol - unleaded per ltr.,Euro,0.865
CPM04,National Average  Price,200204,2002M04,30450,Diesel per ltr.,Euro,0.786
CPM04,National Average  Price,200204,2002M04,80000,Fillet/half leg pork per kg.,Euro,6.892
CPM04,National Average  Price,200204,2002M04,80001,"1 litre, low fat milk per ltr.",Euro,0.85
CPM04,National Average  Price,200204,2002M04,80002,Large (size 2) eggs per dozen,Euro,2.413
CPM04,National Average  Price,200204,2002M04,80003,Medium (size 3) eggs per dozen,Euro,2.104
CPM04,National Average  Price,200204,2002M04,80004,"White, plain flour per 2 kgs.",Euro,1.245
CPM04,National Average  Price,200204,2002M04,80005,Fine quality wine - take home (75cl bottle),Euro,14.348
CPM04,National Average  Price,200205,2002M05,10010,Round steak per kg.,Euro,8.607
CPM04,National Average  Price,200205,2002M05,10020,Sirloin steak per kg.,Euro,12.87
CPM04,National Average  Price,200205,2002M05,10030,Striploin steak per kg.,Euro,17.381
CPM04,National Average  Price,200205,2002M05,10040,Roast beef topside/rib per kg.,Euro,8.546
CPM04,National Average  Price,200205,2002M05,10050,Sliced/diced beef pieces per kg.,Euro,7.314
CPM04,National Average  Price,200205,2002M05,10070,Lamb whole leg per kg.,Euro,9.723
CPM04,National Average  Price,200205,2002M05,10080,Lamb loin chops per kg.,Euro,16.733
CPM04,National Average  Price,200205,2002M05,10090,Lamb gigot chops per kg.,Euro,10.092
CPM04,National Average  Price,200205,2002M05,10100,Lamb pieces incl neck per kg.,Euro,6.368
CPM04,National Average  Price,200205,2002M05,10110,Lambs liver per kg.,Euro,5.039
CPM04,National Average  Price,200205,2002M05,10120,Roast loin of pork per kg.,Euro,9.042
CPM04,National Average  Price,200205,2002M05,10130,Pork loin chops per kg.,Euro,9.106
CPM04,National Average  Price,200205,2002M05,10140,Pork steak per kg.,Euro,11.275
CPM04,National Average  Price,200205,2002M05,10150,Best back rashers per kg.,Euro,10.228
CPM04,National Average  Price,200205,2002M05,10160,Ham fillet per kg.,Euro,9.015
CPM04,National Average  Price,200205,2002M05,10170,Collar bacon per kg.,Euro,5.771
CPM04,National Average  Price,200205,2002M05,10180,Uncooked chicken medium sized 1600g,Euro,
CPM04,National Average  Price,200205,2002M05,10230,Cooked ham per kg.,Euro,13.591
CPM04,National Average  Price,200205,2002M05,10250,Pork sausages per kg.,Euro,4.561
CPM04,National Average  Price,200205,2002M05,10270,Fillet of whiting per kg.,Euro,8.315
CPM04,National Average  Price,200205,2002M05,10280,Cod fillets per kg.,Euro,13.772
CPM04,National Average  Price,200205,2002M05,10290,Salmon steak per kg.,Euro,12.395
CPM04,National Average  Price,200205,2002M05,10300,Fillet of plaice per kg.,Euro,15.431
CPM04,National Average  Price,200205,2002M05,10330,Smoked salmon per kg.,Euro,19.26
CPM04,National Average  Price,200205,2002M05,10450,Tomatoes tinned per 400g,Euro,
CPM04,National Average  Price,200205,2002M05,10470,Potatoes 2.5 kg.,Euro,3.005
CPM04,National Average  Price,200205,2002M05,10480,Potatoes 10 kg.,Euro,6.286
CPM04,National Average  Price,200205,2002M05,10490,Tomatoes per kg.,Euro,2.782
CPM04,National Average  Price,200205,2002M05,10500,Onions per kg.,Euro,1.368
CPM04,National Average  Price,200205,2002M05,10520,Broccoli per kg.,Euro,3.113
CPM04,National Average  Price,200205,2002M05,10540,Carrots per kg.,Euro,1.428
CPM04,National Average  Price,200205,2002M05,10550,Mushrooms per kg.,Euro,4.004
CPM04,National Average  Price,200205,2002M05,10640,Grapes per kg.,Euro,4.48
CPM04,National Average  Price,200205,2002M05,10650,Bananas per kg.,Euro,1.623
CPM04,National Average  Price,200205,2002M05,10840,1 litre full fat milk per ltr.,Euro,0.847
CPM04,National Average  Price,200205,2002M05,10850,2 litre full fat milk per 2 ltr.,Euro,
CPM04,National Average  Price,200205,2002M05,10910,Irish cheddar per kg.,Euro,8.879
CPM04,National Average  Price,200205,2002M05,10940,Butter per lb.,Euro,1.941
CPM04,National Average  Price,200205,2002M05,11000,Large (size 2) eggs per half dozen,Euro,
CPM04,National Average  Price,200205,2002M05,11010,Medium (size 3) eggs per half dozen,Euro,
CPM04,National Average  Price,200205,2002M05,11020,"Bread white sliced, large (800g)",Euro,1.063
CPM04,National Average  Price,200205,2002M05,11030,"Bread brown sliced, large (800g)",Euro,1.179
CPM04,National Average  Price,200205,2002M05,11150,"White, self-raising flour per 2 kgs.",Euro,1.254
CPM04,National Average  Price,200205,2002M05,11160,"Brown, wholemeal flour per 2 kgs.",Euro,1.304
CPM04,National Average  Price,200205,2002M05,11190,White granulated sugar per kg.,Euro,1.113
CPM04,National Average  Price,200205,2002M05,11220,Tea bags per 80,Euro,2.465
CPM04,National Average  Price,200205,2002M05,11340,Spaghetti per 500g.,Euro,0.935
CPM04,National Average  Price,200205,2002M05,11470,Jam per lb.,Euro,1.514
CPM04,National Average  Price,200205,2002M05,11490,Marmalade per lb.,Euro,1.521
CPM04,National Average  Price,200205,2002M05,11720,Orange juice per ltr.,Euro,1.561
CPM04,National Average  Price,200205,2002M05,11810,Stout - take home (6 x 250ml),Euro,6.518
CPM04,National Average  Price,200205,2002M05,11820,Lager - take home (500ml can),Euro,1.898
CPM04,National Average  Price,200205,2002M05,11830,Lager - take home (tray 12 by 330ml),Euro,
CPM04,National Average  Price,200205,2002M05,11850,Cider - take home ( 500ml can),Euro,2.053
CPM04,National Average  Price,200205,2002M05,11860,Whiskey - take home (70cl bottle),Euro,18.711
CPM04,National Average  Price,200205,2002M05,11870,Brandy - take home (70cl bottle),Euro,24.551
CPM04,National Average  Price,200205,2002M05,11880,Vodka - take home (70cl bottle),Euro,16.589
CPM04,National Average  Price,200205,2002M05,11890,Flavoured alcoholic drinks - take home 275ml bottle,Euro,
CPM04,National Average  Price,200205,2002M05,11900,Cream liquer - take home (70cl bottle),Euro,15.391
CPM04,National Average  Price,200205,2002M05,11910,Sherry - take home (75cl bottle),Euro,11.085
CPM04,National Average  Price,200205,2002M05,11930,Table wine - take home (75cl bottle),Euro,9.125
CPM04,National Average  Price,200205,2002M05,11950,Stout - draught bar (1 pint),Euro,3.22
CPM04,National Average  Price,200205,2002M05,11960,Lager - draught lounge (1/2 pint),Euro,2.108
CPM04,National Average  Price,200205,2002M05,11970,Lager - draught lounge (1 pint),Euro,3.571
CPM04,National Average  Price,200205,2002M05,11980,Lager - bottled bar (330ml bottle),Euro,3.616
CPM04,National Average  Price,200205,2002M05,11990,Cider - draught bar (1 pint),Euro,
CPM04,National Average  Price,200205,2002M05,12000,Ale - draught bar (1 pint),Euro,3.269
CPM04,National Average  Price,200205,2002M05,12010,Cider - bar (330ml bottle),Euro,3.79
CPM04,National Average  Price,200205,2002M05,12020,Flavoured alcoholic drink - bar (275ml bottle),Euro,
CPM04,National Average  Price,200205,2002M05,12030,Whiskey - bar (single) per 1/2 glass,Euro,2.83
CPM04,National Average  Price,200205,2002M05,12040,Brandy - bar (single) per 1/2 glass,Euro,3.36
CPM04,National Average  Price,200205,2002M05,12050,Vodka - bar (single) per 1/2 glass,Euro,2.867
